lat, lng
45.6682682,-72.1695546
49.2335448,-122.8915712
49.233615,-122.8911209
49.2334362,-122.8911133
49.2336285,-122.8914211
49.2338713,-122.8915273
49.2336769,-122.8910062
49.2336407,-122.8916369
49.2335715,-122.8912522
49.2334342,-122.8919551
32.9943296,-111.6894268
32.995135,-111.6897272
32.9956524,-111.6876833
32.9923319,-111.6919534
32.9929169,-111.6916637
32.9925434,-111.6923772
32.9941497,-111.6970818
32.9920755,-111.699308
32.9930338,-111.7025052
32.9923634,-111.7024033
32.9909776,-111.7032294
32.9909641,-111.7026071
32.9921475,-111.702988
32.9918145,-111.7030846
32.9927954,-111.7028485
32.9915536,-111.702693
32.992269,-111.6928171
32.9947481,-111.6892176
40.0735322,-75.4667456
40.0115022,-75.3551763
40.4908138,-105.2309779
40.490779,-105.2308119
49.2339998,-122.8916714
49.2334985,-122.8911857
49.233508,-122.891405
40.6924849,-74.0570501
48.851515,-123.446322
48.8515475,-123.446167
48.8515179,-123.4461846
48.8515678,-123.4462013
38.8596145,-104.9190817
49.2171339,-122.9098297
49.2165302,-122.9094509
49.216205,-122.9078823
49.216825,-122.9090084
49.2166556,-122.9088357
49.2166621,-122.9087022
49.2174642,-122.9102988
49.2178214,-122.9104455
49.2177881,-122.9103026
49.2178149,-122.9107513
49.2141879,-122.9043416
49.2145656,-122.9038942
47.6529821,-117.2894154
40.1463249,-75.3477438
40.1460399,-75.3482017
37.6295492,-97.3271194
39.0179969,-76.9318647
39.0176145,-76.9322282
39.0179647,-76.931748
39.0176104,-76.9320833
39.0174645,-76.9322442
39.0175374,-76.9323488
39.0180646,-76.9316904
39.0176677,-76.9320337
40.144461,-75.3565683
40.1451889,-75.3505739
33.831187,-112.0012408
40.1449183,-75.3370582
40.1401511,-75.3538729
40.1419556,-75.3539912
37.7001324,-97.2689005
37.700005,-97.2688978
37.7001091,-97.2688697
37.7000274,-97.2688723
46.8960212,-96.7989182
37.1666381,-108.4719029
32.6413061,-117.0238996
32.6415274,-117.02431
32.6412597,-117.0248532
32.6409583,-117.0253735
32.6413659,-117.0245259
32.6407369,-117.025222
32.6299243,-117.0228321
32.6296668,-117.0231097
32.6292613,-117.0234088
32.6294962,-117.0238272
32.6294579,-117.0231607
32.6222212,-117.0298622
32.6224493,-117.0298367
32.6220066,-117.0300768
32.6227024,-117.030164
32.6227408,-117.0302257
32.6220416,-117.0300138
32.6224855,-117.029877
32.858281,-117.1915887
32.8586325,-117.1920822
38.7970221,-121.3459988
38.7952134,-121.345642
38.7970468,-121.3458992
38.7951867,-121.3456952
38.7970744,-121.3458424
38.7970366,-121.3459311
38.7970284,-121.345963
38.7970606,-121.3458661
32.7944573,-117.1715271
32.7942937,-117.1713165
32.8648653,-117.2176058
32.8644643,-117.21741
32.8643989,-117.2182764
32.8638785,-117.2184802
32.8645814,-117.2178821
32.863847,-117.2183461
32.8639258,-117.2184132
32.8642164,-117.2182469
32.8645904,-117.2175656
32.8648384,-117.2180645
32.8643157,-117.218263
32.8640137,-117.2178311
32.8645859,-117.2182657
32.8644079,-117.2184132
32.864604,-117.2176809
32.8638357,-117.2182442
32.8640069,-117.2179974
32.8646152,-117.2180216
32.8649126,-117.2181932
32.9203513,-117.1680027
32.9203322,-117.1680966
32.9202635,-117.1681744
32.9201915,-117.1682173
40.0211445,-75.3286411
40.0222376,-75.3269148
36.0046616,-78.8966612
36.0047116,-78.8966596
35.9986115,-78.9160236
35.9986539,-78.9159405
35.9931345,-78.9156571
35.9525128,-78.9127074
35.9526369,-78.9129928
35.952557,-78.9124798
36.0132183,-78.8924816
36.0126984,-78.892785
36.0127271,-78.892569
36.0134441,-78.8923559
36.012938,-78.8927975
36.0133734,-78.8923237
35.9975408,-78.8876082
35.997588,-78.8877595
35.9863474,-78.8705924
35.997514,-78.8878242
35.9864051,-78.8705563
35.9974809,-78.8876444
35.9975204,-78.8877406
35.9974298,-78.8877343
33.7228807,-117.7596
45.4963676,-122.7996733
36.0244356,-78.92878
36.0243252,-78.9288184
36.0244904,-78.9286706
36.0242156,-78.9286322
36.0243361,-78.9285306
49.1553003,-123.1960374
49.1552591,-123.196032
40.0389407,-75.3967102
40.0390475,-75.3966082
40.0408154,-75.3971988
42.3943316,-71.1137832
42.3943693,-71.1137684
42.3944444,-71.113731
37.361669,-122.183689
39.7100185,-75.1173074
39.7100674,-75.1173709
39.709156,-75.1181566
39.7090725,-75.1184196
39.7091252,-75.1180664
39.7091238,-75.1184443
39.7091041,-75.1181287
39.7090021,-75.1183796
39.7090547,-75.1180994
40.1519486,-75.5068795
32.8654714,-117.2187139
32.865539,-117.2190948
32.8655076,-117.2189205
32.865432,-117.219489
32.865752,-117.2195118
32.8654265,-117.2196446
32.8654839,-117.2201301
32.8658128,-117.2188735
32.8656518,-117.218675
32.8658612,-117.2187005
32.8655538,-117.2193402
32.8656135,-117.2201703
32.865663,-117.2195105
32.8655301,-117.219713
47.5051422,-122.0534121
48.6203188,-123.4048109
48.6226154,-123.406542
48.6206,-123.4049834
48.6206501,-123.4050176
48.6192715,-123.4043456
48.6223077,-123.4059674
48.6207123,-123.4050541
48.6219045,-123.4062102
48.6221619,-123.4063174
43.0853919,-78.7290776
45.5880755,-76.4450197
42.8471195,-78.8567751
42.8471067,-78.8575288
42.8471372,-78.8569414
42.8471372,-78.8568194
49.282657,-123.0575816
49.2826015,-123.0575372
49.2827028,-123.0575145
52.2689319,-113.8321553
43.0518854,-78.8207756
43.0518971,-78.8205074
43.0518579,-78.8211645
43.0518051,-78.8221087
43.0518286,-78.8215132
33.6159371,-112.243899
33.6173399,-112.2421758
33.6166027,-112.2432353
33.6144094,-112.2452898
33.6161448,-112.2436723
33.6152447,-112.2415482
33.6149209,-112.241803
32.9254655,-117.13655
32.9250828,-117.1364126
32.9256073,-117.1360733
32.9250642,-117.1363113
32.9256963,-117.1359941
32.9256958,-117.1366976
32.9257924,-117.1361986
32.9255798,-117.1366908
32.9342997,-117.1452696
32.9342694,-117.1452696
32.9344157,-117.1487337
32.934526,-117.1486519
32.9340803,-117.1477734
32.9337975,-117.1459841
32.9345125,-117.1486934
32.9248755,-117.1486225
32.9249836,-117.1490986
32.9250331,-117.1492045
32.9059121,-117.1446289
32.9058692,-117.1443868
32.906135,-117.1445927
32.9058174,-117.1446866
32.9057735,-117.1442741
32.906332,-117.1446329
32.9263914,-117.2068476
32.9264044,-117.2066841
32.9267358,-117.2066996
34.0754879,-117.8063327
34.0754922,-117.8049885
34.0755013,-117.8058315
34.0755013,-117.8058647
34.0755143,-117.8060918
34.0755246,-117.8061268
34.0755471,-117.8051383
34.0755553,-117.8051726
34.0756218,-117.8063559
34.0756499,-117.806378
34.0756956,-117.8049223
34.0757203,-117.8060939
34.0757711,-117.8064468
34.0757953,-117.8064388
34.0757994,-117.8058989
34.0758119,-117.8056334
34.0758161,-117.8058838
34.0758211,-117.8069726
34.0758319,-117.806106
34.0758336,-117.8065976
34.0758338,-117.8047038
34.0758411,-117.8061402
34.0758444,-117.8066318
34.0758544,-117.8069576
34.0759085,-117.8070752
34.0759102,-117.8055148
34.0759102,-117.8065132
34.0760776,-117.8044963
34.0760783,-117.8071694
34.0761034,-117.8044953
34.0761432,-117.8052018
34.076148,-117.8065442
34.0761699,-117.8070735
34.0762072,-117.8068651
34.0762234,-117.8068416
34.0762275,-117.8050667
34.0762834,-117.8053417
34.0763077,-117.8041578
34.0763077,-117.805327
34.0763246,-117.8041342
34.0763506,-117.8073935
34.076362,-117.8059278
34.0763847,-117.8048671
34.076391,-117.8039583
34.0764155,-117.8048515
34.0764203,-117.8062663
34.0764341,-117.8063368
34.0764382,-117.8072888
34.0764406,-117.8072516
34.0764576,-117.8062556
34.0764674,-117.8074219
34.0764836,-117.8052223
34.0765638,-117.807369
34.0765865,-117.8059454
34.076597,-117.8050354
34.0766019,-117.8049395
34.0766619,-117.8075344
34.0766627,-117.8061049
34.0766789,-117.8068915
34.0766797,-117.8068593
34.0766829,-117.8075295
34.0766935,-117.8063387
34.0766938,-117.8039478
34.0767072,-117.8070412
34.0767121,-117.8047634
34.0767264,-117.8039306
34.0767307,-117.8048437
34.0767426,-117.8034765
34.0767426,-117.8035133
34.0768134,-117.8068915
34.0768256,-117.8066332
34.0768256,-117.8066636
34.0768458,-117.8068759
34.0768483,-117.8037318
34.0768687,-117.8033955
34.0768748,-117.8034274
34.076918,-117.8053544
34.0769706,-117.8066968
34.0769779,-117.8078035
34.0769804,-117.80687
34.0770014,-117.8077849
34.0770039,-117.80528
34.0770415,-117.8032899
34.0770711,-117.8078279
34.0770857,-117.8022463
34.0770944,-117.8033489
34.0771044,-117.8078416
34.0771052,-117.8052507
34.0771137,-117.8019922
34.0771237,-117.8016005
34.0771357,-117.8019817
34.0771805,-117.8078269
34.077189,-117.8022447
34.0772113,-117.805189
34.0772373,-117.8071782
34.0772716,-117.8013785
34.0772903,-117.8013688
34.0773302,-117.8018755
34.0773491,-117.8073984
34.0773542,-117.801853
34.0773596,-117.8072369
34.0773889,-117.8014396
34.0774175,-117.8014396
34.0774374,-117.8071166
34.0774472,-117.807552
34.0774707,-117.8073612
34.0775128,-117.8080833
34.0775177,-117.807142
34.0775185,-117.8081234
34.0775558,-117.8075158
34.0775622,-117.8074815
34.0775821,-117.8013214
34.0775887,-117.8015715
34.0775901,-117.8013535
34.0776409,-117.8079561
34.0776607,-117.8014911
34.0776871,-117.8071939
34.0776992,-117.8071743
34.0777357,-117.8080324
34.0777826,-117.8011677
34.0777866,-117.8011693
34.0777884,-117.8074923
34.0778005,-117.8077076
34.0778005,-117.8077418
34.0779602,-117.8076635
34.0779683,-117.8076958
34.0780744,-117.8071616
34.0780939,-117.807644
34.0781304,-117.8077643
34.0781506,-117.8068778
34.0781522,-117.8075373
34.0781676,-117.8075168
34.0781814,-117.806869
34.0782163,-117.8070823
34.0782916,-117.8074042
34.0783046,-117.8075843
34.0784894,-117.8072281
34.0784983,-117.8072007
34.0785323,-117.8074111
34.0785599,-117.807372
34.0785874,-117.8074718
34.0785931,-117.8068593
34.0786304,-117.8073485
34.0787301,-117.8068094
34.0787714,-117.8073084
34.0796434,-117.8046147
34.0796661,-117.8047879
34.0797966,-117.8047683
34.0798881,-117.8049073
34.0800818,-117.8048065
34.080115,-117.8048016
34.0801207,-117.8046304
34.0802407,-117.8045638
34.0802665,-117.8022844
34.0802682,-117.8068671
34.0802998,-117.8070021
34.0803185,-117.8050853
34.0803318,-117.8020909
34.080359,-117.801921
34.0804976,-117.802332
34.0805356,-117.802454
34.080547,-117.8024455
34.0805608,-117.802285
34.0806134,-117.8027018
34.0806463,-117.8028577
34.0806483,-117.8025998
34.0806602,-117.8023537
34.0806645,-117.8025913
34.0806758,-117.8023467
34.0807037,-117.8021602
34.0807196,-117.8021539
34.0807269,-117.8027136
34.0807488,-117.8024876
34.0808339,-117.8021236
34.0808501,-117.8022653
34.0808525,-117.8022703
34.0809906,-117.801833
34.081188,-117.8012919
34.0816396,-117.8006792
34.0816467,-117.8007684
34.0816516,-117.8006589
34.0817974,-117.8005346
34.0817974,-117.8006491
34.0818112,-117.8003252
34.0818274,-117.8005111
34.0819222,-117.8006598
34.0819303,-117.8006951
34.0820636,-117.8004959
34.0820689,-117.8003328
34.0820924,-117.8004847
34.0821248,-117.8000962
34.0821386,-117.7998732
34.0822371,-117.7994346
34.0823209,-117.7992176
34.0823222,-117.7992483
34.082402,-117.7994084
34.0826862,-117.7998407
34.0827079,-117.8000557
34.0827083,-117.7998409
34.0828749,-117.7999566
34.0828874,-117.8001324
34.0828947,-117.7999886
34.0829114,-117.8001632
34.0829546,-117.8005542
34.0829919,-117.8003614
34.0830245,-117.8002492
34.0830673,-117.8004338
34.0830937,-117.8000987
34.0831036,-117.8006672
34.0831216,-117.8006344
34.083165,-117.8003901
34.0832659,-117.8002564
34.0832896,-117.8006577
34.0833173,-117.8004881
34.0833212,-117.800813
34.0834311,-117.8006716
34.0834579,-117.8003399
34.0834626,-117.8006962
34.0835027,-117.8004754
34.0835251,-117.8004896
34.0835943,-117.7995923
34.0836675,-117.8005072
34.083671,-117.8002968
34.0838177,-117.8003927
34.0839247,-117.7998653
34.0839328,-117.8005679
34.0839365,-117.8004379
34.0839919,-117.7999745
34.0839952,-117.7997489
34.0840008,-117.7999593
34.084073,-117.8006158
34.0840843,-117.7998869
34.0840869,-117.7997141
34.0841354,-117.8007136
34.0841443,-117.7999955
34.0841502,-117.8000247
34.0841694,-117.8000229
34.0842115,-117.7998097
34.0842423,-117.8007459
34.0843396,-117.8000581
34.0843477,-117.800651
34.0844409,-117.8002078
34.0846888,-117.8006999
34.0847261,-117.8008017
34.0847942,-117.8007068
34.0848209,-117.8009252
34.0848396,-117.8008927
34.0848695,-117.8007753
33.5900876,-112.1133115
33.5901553,-112.1132601
33.6005871,-112.1098538
43.598089,-79.55342
33.6054816,-112.1112807
33.6051036,-112.11176
33.6036075,-112.111653
33.6035391,-112.1114568
33.6067543,-112.1107887
32.8575697,-117.2341225
32.8574986,-117.2342327
32.8567789,-117.234375
42.8756347,-78.8788299
32.7146039,-117.1118745
32.7147607,-117.1122004
32.7130196,-117.1113971
32.7138794,-117.1118705
32.7145113,-117.1121723
32.7148013,-117.1119993
32.7138659,-117.111955
32.7129745,-117.1119671
32.7127691,-117.1119979
32.9761294,-85.7415219
32.9560755,-117.237717
32.95634,-117.2373952
32.9563017,-117.2378538
32.9561836,-117.2375266
32.9560722,-117.2380215
32.9407655,-117.2268285
32.940869,-117.2266662
32.9407104,-117.2268755
32.9407655,-117.2267266
32.9419522,-117.2321944
32.9417321,-117.2324693
33.4973694,-117.1515796
33.4972314,-117.1516867
33.4971329,-117.1515974
33.1764434,-117.2695029
33.1765617,-117.269551
33.1766259,-117.2698261
33.1767077,-117.2701328
33.1767177,-117.2698938
33.1767316,-117.2696277
33.1767706,-117.2694984
33.1768184,-117.2704365
33.1766988,-117.2704214
33.1765541,-117.2703643
33.1764812,-117.2703222
43.8730853,-78.7820397
34.7839346,-87.6570221
34.7838371,-87.6569834
38.7180368,-77.1388674
38.7180971,-77.1388426
38.7183577,-77.1387897
38.7184306,-77.1388255
43.8712957,-78.7867281
43.9746288,-78.6331919
37.861411,-122.4311608
37.8614453,-122.4311094
37.8615257,-122.4309171
37.8616245,-122.4307747
37.8617397,-122.43034
37.8694666,-122.434289
37.8694821,-122.434297
37.5056915,-121.8146217
34.7797856,-87.6668815
34.7797251,-87.6651165
42.0354208,-87.9114985
42.0352175,-87.9114744
42.0353968,-87.9115254
32.7862425,-117.1964069
32.7860729,-117.1964052
32.7860252,-117.1962781
32.7860491,-117.1961794
32.786153,-117.1962318
32.9493006,-117.0961172
32.9490901,-117.0959534
32.9491588,-117.0957728
32.9492304,-117.095634
32.9493497,-117.0957544
32.9495054,-117.0957276
32.9496668,-117.0958179
32.9497061,-117.0960002
32.9496949,-117.0960989
32.9497468,-117.0957995
32.9501881,-117.0955843
32.9502738,-117.0955288
32.9504049,-117.0954772
32.9505678,-117.0954456
32.9506641,-117.0953889
32.9507921,-117.0953851
32.9508703,-117.0953599
32.9509497,-117.0954104
32.950993,-117.0953385
34.8088523,-87.6667337
34.8103661,-87.6674224
34.8113038,-87.6688199
34.8103356,-87.6674215
34.8104437,-87.6674313
43.0813536,-78.9101923
43.0814339,-78.9101186
41.3063379,-105.5724086
41.3063462,-105.5726114
41.3066612,-105.5675195
48.4592414,-123.2929732
48.4592513,-123.2928051
48.4595138,-123.2946592
48.4595429,-123.2947146
48.4595292,-123.2945799
48.4595702,-123.294611
48.4596346,-123.2948773
48.4595855,-123.2946386
48.4625016,-123.2957521
48.4625169,-123.2954198
48.6311984,-123.465557
48.6312286,-123.4642148
48.631244,-123.465713
48.6312621,-123.4655874
45.6867199,-121.5000306
48.4739782,-123.3267596
48.4558308,-123.3917533
48.455802,-123.3919146
48.4501926,-123.3811588
49.0247571,-122.8192787
48.5348128,-123.3909759
48.5348566,-123.3910619
48.5349614,-123.3912076
48.5352523,-123.3914773
48.535314,-123.3916003
48.5353469,-123.3918648
48.5354202,-123.3921818
48.5354836,-123.3919945
48.5354982,-123.392505
48.5355115,-123.3920933
48.5355676,-123.3922903
42.4313397,-71.0822068
48.4869059,-123.3326064
48.4871517,-123.3323802
48.481284,-123.320728
48.4711294,-123.3489366
42.4312463,-71.0821405
48.448464,-123.513208
48.4488807,-123.513175
48.4490567,-123.5130717
48.4491955,-123.5127304
48.4492336,-123.5128595
48.4215852,-123.4181949
48.4219203,-123.4175493
48.422037,-123.4173946
37.6848527,-122.4035991
48.4406168,-123.3175102
48.4406201,-123.3174385
48.440678,-123.3174679
48.440679,-123.3174073
48.4407523,-123.3242643
48.4619344,-123.3267481
48.4620137,-123.3267744
48.4654402,-123.3264148
48.4806596,-123.3730298
48.4809474,-123.3731464
48.4809683,-123.3729902
48.4810435,-123.3732164
48.4666031,-123.352999
48.466679,-123.3530485
45.5362059,-122.7831621
48.4432348,-123.3736439
48.4098914,-123.3459163
48.4129936,-123.3523703
48.4274802,-123.3395825
48.4274904,-123.3393247
48.4312812,-123.3473123
48.4339103,-123.3434708
48.4354524,-123.3498009
48.4355883,-123.35013
48.4369902,-123.3526344
48.4437363,-123.362025
48.444841,-123.362457
48.4480806,-123.3526385
48.4492451,-123.3582583
48.4096143,-123.373275
48.4100309,-123.3745714
48.4103201,-123.3747583
48.4132688,-123.3775109
48.4165787,-123.37406
48.4168784,-123.3738703
48.4176734,-123.3825735
48.4223678,-123.3837032
48.429128,-123.3244822
48.4293402,-123.3246147
48.4280848,-123.3544272
48.4452906,-123.3454929
48.4453493,-123.3444914
48.4457516,-123.3446958
48.4276688,-123.3874718
48.4359699,-123.3884986
48.4361058,-123.3883764
48.4374924,-123.3873625
48.4294861,-123.310969
48.4297734,-123.3113458
48.4373551,-123.2958705
48.437457,-123.2951096
48.4384357,-123.2926338
48.4247313,-123.3040989
48.4463722,-123.4068028
48.4191644,-123.4107335
48.4191755,-123.4110271
48.4192471,-123.4107077
48.4307771,-123.4129881
48.4309589,-123.4128998
32.8266702,-116.4966292
38.7781718,-121.374132
38.7781967,-121.3741001
38.7781967,-121.3741639
38.7782215,-121.374132
38.8293499,-91.0502572
38.7036008,-77.1564374
45.4722102,-122.6622014
45.4722221,-122.6622418
45.4722289,-122.6622813
45.4722442,-122.662316
45.4722654,-122.6624426
45.4722891,-122.6624426
45.472292,-122.6624853
45.4723186,-122.6624878
45.4723191,-122.6624401
45.4723435,-122.6624886
45.472344,-122.6624482
43.5878899,-79.7544286
43.5865251,-79.7546164
43.5883106,-79.752291
43.5864318,-79.7547143
43.585391,-79.7549672
43.5855719,-79.7544701
43.5855901,-79.7545425
43.5860665,-79.7527226
43.5881757,-79.7520878
43.5882237,-79.7521719
43.5892913,-79.7537832
43.5895675,-79.7536336
43.5885739,-79.7644266
43.5886051,-79.7643606
38.7780323,-121.3625711
38.7781823,-121.3625703
32.4374852,-95.0973836
32.4385005,-95.098206
45.6984618,-121.2929756
38.782349,-121.3619705
38.7823896,-121.3619951
38.7824266,-121.3619986
38.7825498,-121.3616656
38.7825608,-121.3616182
38.7825626,-121.3617219
38.7825859,-121.3615995
38.7825959,-121.3617453
38.7826114,-121.3615936
50.3179057,-122.7982427
32.2614146,-110.8992282
32.2617275,-110.8999216
32.2604665,-110.8993892
32.2617174,-110.9005452
42.32121,-72.6336083
32.2465355,-110.968613
32.2465117,-110.9683474
32.2464857,-110.9661976
34.1914531,-118.4002533
34.1915152,-118.4000616
34.1914952,-118.4001581
34.1937804,-118.4016083
34.1937804,-118.4016499
38.7882144,-121.3660662
38.7882855,-121.3659764
38.7885527,-121.3661018
38.7887923,-121.3660728
38.7889089,-121.3660854
48.4566573,-123.3252739
48.457134,-123.3241722
48.4573249,-123.324267
48.4581361,-123.3238643
48.4582152,-123.3235351
48.4583202,-123.3242479
48.4585128,-123.3229003
48.458588,-123.322876
44.9285907,-93.2770577
44.9286543,-93.2768793
44.9286827,-93.2774988
44.9287853,-93.2769034
44.9287635,-93.2770912
29.973378,-84.3406492
32.514136,-95.687148
45.3989437,-75.7500402
40.004317,-105.3059766
40.0051073,-105.3067618
48.4221212,-123.4180264
48.4223549,-123.4173594
48.4223948,-123.4183416
48.4224618,-123.4181472
48.4226394,-123.4185599
48.4234692,-123.4165985
40.5941703,-122.4003076
40.594085,-122.3989653
33.4244703,-111.5454386
40.594191,-122.3988248
40.5941763,-122.3976609
40.5940511,-122.3975596
42.6167297,-71.0704873
42.6168011,-71.0711807
49.8350862,-97.1359129
48.3169919,-123.6543084
33.6753301,-116.1993318
33.6753301,-116.1993821
33.6753853,-116.1993318
33.6753853,-116.1993821
33.6865551,-116.1867586
33.6865806,-116.1867586
32.7510475,-116.9582123
32.7508445,-116.9581545
32.7509217,-116.9580567
32.7510425,-116.9578852
37.3198567,-121.0228038
37.3192543,-121.0312418
37.3192095,-121.0315154
37.3192564,-121.0313062
37.3192713,-121.0315074
37.3193268,-121.0315074
37.3126363,-121.0127646
37.3132272,-121.0118956
37.3127067,-121.0125956
46.88669,-96.8223467
37.3179169,-121.0081841
37.3178642,-121.0082672
37.3179735,-121.0084034
37.3179875,-121.0169707
48.4203526,-123.300396
37.3205324,-121.0060989
37.3208735,-121.0056878
37.3207184,-121.0057757
37.3206058,-121.0058602
37.3208623,-121.0062478
48.6695578,-123.414491
48.6411239,-123.4332028
48.6411276,-123.4332569
48.6793062,-123.467367
48.6783742,-123.4626606
48.560906,-123.4704195
48.5609849,-123.4703192
45.5804307,-122.7129829
45.5804374,-122.7130207
45.5804513,-122.7129506
45.5804784,-122.7129621
45.3323463,-66.214329
48.3659236,-123.5411098
48.3659389,-123.5409922
47.4789783,-122.3623869
37.3118201,-121.0296304
37.3118292,-121.0295955
37.311786,-121.0296156
37.3117945,-121.0295828
37.3075539,-121.0257634
37.3073128,-121.0252162
37.3070845,-121.0253476
37.306028,-121.0345951
37.3055501,-121.0343564
37.3063736,-121.0352844
37.3046391,-121.0349733
37.3143719,-121.02556
37.3148604,-121.0259355
33.6734157,-116.1586839
33.6734157,-116.1587157
33.6746182,-116.1589688
33.674619,-116.1589225
33.6746201,-116.1589456
33.6746473,-116.1589688
33.6746477,-116.1588989
33.6746477,-116.1589243
33.6746477,-116.1589466
33.6746726,-116.158898
33.674673,-116.1588749
33.674673,-116.1589248
33.674673,-116.158947
33.6746741,-116.1589711
30.4419463,-97.6764183
30.4416125,-97.6761875
30.450824,-97.6808919
30.4063588,-97.7271266
51.4671958,-112.7099317
51.4671291,-112.7099531
51.467159,-112.7100175
48.8629254,-123.3222242
31.8855737,-109.1752062
31.8857069,-109.1755937
31.8856057,-109.1759746
31.8846423,-109.1768785
31.8843564,-109.1772473
31.8843815,-109.177773
31.8842232,-109.1774445
48.4221409,-123.3837253
48.4223325,-123.3835166
48.4462331,-123.3961713
48.4463897,-123.396127
48.447025,-123.3985708
48.447143,-123.398606
48.4471734,-123.3984667
48.4490787,-123.4073458
48.4494584,-123.386431
48.4500104,-123.4132223
48.4526673,-123.4211069
48.4530082,-123.4206554
48.4530263,-123.4205578
48.4553908,-123.4048008
48.4554851,-123.4050127
48.4559295,-123.4053765
48.4693261,-123.4024664
48.4693887,-123.4020998
48.4695422,-123.4026179
48.4695474,-123.4027427
48.4702948,-123.4051689
