latitude,longitude
-41.4331947,147.1604302
-41.4331907,147.1598992
-41.4331142,147.1603431
-41.4330921,147.1600681
-41.4330891,147.1603189
-41.4330439,147.1601419
-41.4039162,174.8778723
-41.3820531,147.0855576
-41.3492796,174.9279584
-41.3490219,174.9283157
-41.3486424,174.9267775
-41.3483505,174.9277013
-41.3483441,174.9301142
-41.3483008,174.9280432
-41.3479461,174.9293842
-41.3477748,174.9295217
-41.3396081,173.9632353
-41.3396025,173.9633736
-41.313125,174.7748634
-41.2999186,174.7177181
-41.2836443,174.0150025
-41.2826366,174.0183506
-41.2778129,173.7669638
-41.2743932,173.3075154
-41.2734579,174.0030879
-41.2732105,174.0086806
-41.2664386,174.7559924
-41.2644585,174.7870969
-41.2637677,174.7621468
-41.2635728,174.7624141
-41.261528,174.7586826
-41.2600679,174.0352563
-41.2558191,174.7669029
-41.2539897,145.8605836
-41.253748,145.8605567
-41.2531075,145.8619742
-41.2530856,145.8623799
-41.2516964,145.8614687
-41.2501197,174.7708105
-41.2231041,174.8220065
-41.2230797,174.8220192
-41.2230505,174.8220208
-41.2228322,174.8226023
-41.2228223,174.822533
-41.2165583,173.9824983
-41.2152381,174.8305336
-41.2151526,174.8306494
-41.2150762,174.8305605
-41.2147814,173.9880906
-41.2147691,173.9879883
-41.2132032,174.0088923
-41.2129808,174.8227064
-41.2127583,174.8222843
-41.2004488,174.084422
-41.20027,174.0660933
-41.1748309,174.1386375
-41.1630278,146.3417424
-41.1629959,146.3406897
-41.1629696,146.3408936
-41.1622627,146.3387685
-41.1621707,146.3388506
-41.1603215,174.1614001
-41.1551345,146.1674059
-41.1551085,146.1673282
-41.1551055,146.1673682
-41.1546842,146.1674661
-41.1544989,146.1676895
-41.1505869,146.1662092
-41.150362,146.1662602
-41.1493554,146.6029385
-41.1493188,146.602942
-41.1486758,146.6024143
-41.1486532,146.6024527
-41.1485105,146.6019074
-41.1485016,146.6019547
-41.1462764,146.1647716
-41.1462054,146.1647325
-41.1461827,146.1646809
-41.1454627,146.1616235
-41.1450941,146.1612174
-41.1309833,-71.4035128
-41.1294802,-71.4033626
-41.1278688,175.077805
-41.1267762,175.0767791
-41.1267048,175.0785047
-41.1217013,174.1903433
-41.1188898,174.8984309
-41.1186372,174.898852
-41.1122272,173.6612842
-41.1117233,173.6591525
-41.1113169,173.658188
-41.1111486,173.6636055
-41.111079,173.6574771
-41.1092176,174.1694471
-41.0938743,146.0282872
-41.0936224,146.0278415
-41.0813784,145.9070755
-41.0803505,145.9082398
-41.0798199,145.9079528
-41.0780387,145.9080739
-41.0779652,145.9081351
-41.0779169,145.9081849
-41.0755781,145.9858749
-41.0754538,145.9861746
-41.0753824,145.9858159
-41.0753387,145.986179
-41.0749901,145.9858909
-41.0749852,145.9863874
-41.0749023,145.9859508
-41.0745923,145.9860705
-41.0663853,145.9251758
-41.055492,-71.5561519
-41.0521031,145.7457603
-41.0481519,172.9227195
-41.0477924,-71.8767962
-41.0472068,145.8963762
-41.0471004,145.8966406
-41.0421171,145.8388395
-41.0416945,145.8389227
-41.0411793,145.8388877
-41.0407522,145.8387185
-41.0400712,145.8389189
-41.0380327,145.8365862
-41.0166639,174.9175704
-41.0042389,173.0095749
-41.0032417,173.0082597
-40.9951386,174.9462623
-40.991383,145.7476938
-40.9913669,145.7480565
-40.9911341,145.7457001
-40.99,145.7424663
-40.9897567,145.7421009
-40.9895533,145.7412947
-40.988681,173.0247576
-40.9886576,173.0250088
-40.9745834,174.9631124
-40.9731635,174.9606715
-40.9723429,173.0475304
-40.9719272,174.9629705
-40.9719181,174.962994
-40.9718794,174.9620809
-40.9702354,174.9626948
-40.9698482,174.962533
-40.9697974,174.9625127
-40.90414,172.4207043
-40.8946309,172.4396343
-40.8945033,172.3673817
-40.8577409,172.7290816
-40.8480839,172.7705021
-40.848052,172.7705223
-40.8480197,172.7705455
-40.8382472,145.1203916
-40.7423966,-71.6491556
-40.6758862,172.6807711
-40.629419,175.2795692
-40.6292886,175.2797037
-40.6210274,175.2831852
-40.6207749,175.2833998
-40.4657579,175.2245127
-40.3264744,175.6548287
-40.3262916,175.6547852
-40.1841263,-71.3921136
-39.9218487,175.0544447
-39.9217397,175.0544125
-39.8895589,175.9153414
-39.8816372,175.960368
-39.8324072,174.6360929
-39.7857069,-73.1167851
-39.7857051,-73.1168859
-39.7857042,-73.1169651
-39.7857005,-73.1164118
-39.7856922,-73.116509
-39.7856802,-73.1165654
-39.6745671,175.7946549
-39.6742398,175.7943306
-39.671447,175.7959056
-39.5808135,176.9173624
-39.5807212,176.9174822
-39.5806314,176.9176409
-39.5656074,176.9251264
-39.548805,176.8550529
-39.5439669,176.8543489
-39.5138013,176.9184243
-39.5127983,176.9185791
-39.5107833,176.8802427
-39.5107792,176.880342
-39.5090583,176.783176
-39.5087969,176.7833783
-39.5087044,176.7833776
-39.4853902,176.8896797
-39.3148102,176.8835789
-39.3132201,175.1993988
-39.3099344,175.7368692
-39.3098117,175.7369749
-39.3096592,175.7368724
-39.2710579,174.0950279
-39.2707497,174.0945972
-39.2705257,174.0952394
-39.1992242,-72.5042349
-39.19921,-72.5036919
-39.1991439,-72.5037284
-39.1990159,-72.5043158
-39.1042211,174.1168236
-39.0464135,-70.3298521
-39.0463675,-70.3299033
-39.0463185,-70.3299862
-39.0462954,-70.3301046
-39.0323303,177.4178048
-38.9305448,-69.1937683
-38.8929783,175.9484929
-38.8927082,175.9487908
-38.8922069,175.9491869
-38.8514967,145.9963269
-38.8426679,146.1525821
-38.7454406,176.0689244
-38.7452026,176.06964
-38.7450555,176.0687319
-38.7304904,176.0682147
-38.7300587,176.0686002
-38.6929773,176.0749007
-38.6928724,176.0747214
-38.6927487,176.0745118
-38.6926385,176.0742853
-38.6925402,176.074083
-38.6924584,176.0739167
-38.6923297,176.0736935
-38.6832342,176.0674469
-38.6704803,143.4953213
-38.6634935,178.1049167
-38.6594234,175.9130664
-38.6143252,143.566464
-38.606292,145.5815243
-38.6062689,145.5815807
-38.6062385,145.581531
-38.55403,143.9791782
-38.5539886,143.9792858
-38.5538844,143.9792482
-38.5536994,143.9796195
-38.5514621,146.9771933
-38.5514275,146.9771756
-38.5513348,146.9772039
-38.550724,143.9856337
-38.5501936,143.9856757
-38.5498018,143.9857555
-38.5492006,143.9860386
-38.549058,143.9860989
-38.5489148,143.9862756
-38.5488409,143.9863403
-38.5487108,143.9862666
-38.548585,143.9864168
-38.5461577,-72.4311139
-38.5311539,143.9805887
-38.5116724,175.5631119
-38.5116665,175.5622286
-38.5116149,175.5628803
-38.511612,175.5625356
-38.5115973,175.5627503
-38.5113025,175.5626109
-38.5048001,-71.4119681
-38.4900086,142.6768962
-38.4898041,142.6766188
-38.489792,142.6766965
-38.4736987,145.0178238
-38.4735764,145.0175621
-38.4734535,145.0176682
-38.4668042,144.1006966
-38.4478402,145.243465
-38.4476424,145.2431158
-38.4431518,144.0946989
-38.4430572,144.0945809
-38.4428808,144.0944454
-38.4426723,144.0942141
-38.4426507,144.0671419
-38.4426192,144.0683421
-38.4267662,145.5969373
-38.4126525,144.1892879
-38.4052161,144.1899758
-38.3879538,142.2437682
-38.3878708,142.243799
-38.3849484,142.2412509
-38.3832412,145.2728552
-38.3829559,145.2731015
-38.3683577,144.2826091
-38.3682568,144.2827215
-38.3608536,176.3686743
-38.3608331,176.3686103
-38.354594,176.3666515
-38.3545614,176.3666589
-38.3545256,176.3666642
-38.3542303,144.9493581
-38.3542055,144.9498126
-38.3539704,176.367194
-38.353902,176.3672289
-38.353831,176.3672516
-38.3537442,176.3672838
-38.3420948,144.3183938
-38.3420748,144.3184675
-38.3420485,144.3183307
-38.3419675,144.3184769
-38.3419213,145.2800663
-38.3418276,144.3185252
-38.3417488,144.3185721
-38.3417267,145.2801052
-38.3407969,177.4266484
-38.3406195,177.4254094
-38.3400826,144.3263156
-38.3395824,144.3272819
-38.3395293,144.326423
-38.3392863,144.3255217
-38.3392001,144.3262821
-38.3389581,144.3256263
-38.3378073,144.3246654
-38.3376979,144.324652
-38.3366912,144.3247707
-38.3364903,144.3248713
-38.3364198,144.3248257
-38.3362031,144.32487
-38.3360517,144.3249236
-38.3359982,-64.644894
-38.3357687,144.3249692
-38.335553,144.3250161
-38.3329804,145.7097751
-38.3320047,144.3274972
-38.3319858,144.3272088
-38.3319079,144.3275978
-38.3315618,144.327866
-38.3315587,144.3273175
-38.3312757,144.3274516
-38.3310603,141.6070419
-38.3309719,141.6070392
-38.326908,175.1496199
-38.3268642,175.1487381
-38.3268462,175.1493479
-38.3267588,175.1488717
-38.3234656,144.3317183
-38.3060945,144.6807602
-38.3060893,144.6808273
-38.3060535,144.6807575
-38.3060442,144.6808224
-38.2983673,142.8105257
-38.2848504,176.3950415
-38.273499,176.415708
-38.2608008,175.1091624
-38.2408482,144.1741688
-38.2385201,145.0496389
-38.2220078,175.6817321
-38.2194357,144.5804395
-38.2151426,144.7031553
-38.2128094,175.6784781
-38.2123624,147.4003235
-38.2092595,144.5075029
-38.2090383,144.5071945
-38.1953439,146.5417868
-38.1932993,144.7099467
-38.1930105,144.7110685
-38.190172,144.7114192
-38.1901003,144.7116499
-38.1853018,146.323338
-38.1851832,146.3232213
-38.18368,145.0890013
-38.1836793,145.0886868
-38.1836156,145.0889541
-38.1835715,145.0888962
-38.1835687,145.0887393
-38.1817021,144.3643776
-38.1796212,144.3638116
-38.1718207,-63.2357365
-38.170517,145.1309931
-38.1636669,144.3468243
-38.1634435,144.3469325
-38.162183,144.344218
-38.1537388,144.3786161
-38.1536587,144.3784162
-38.1502879,144.3071457
-38.1501553,144.3244047
-38.1491312,144.3105912
-38.1489688,144.3108125
-38.1488813,144.3237072
-38.1488707,144.3107817
-38.1487969,144.3109028
-38.1487733,144.3110976
-38.1487252,144.3235584
-38.1463064,145.1169778
-38.1462979,145.1170968
-38.1462602,145.1170325
-38.1462514,145.1170983
-38.1462502,145.116976
-38.1460781,145.1182365
-38.1439921,145.1187284
-38.1439539,145.1182847
-38.1438512,145.1184019
-38.1437302,145.1184039
-38.1436518,145.1184726
-38.1436166,145.1188953
-38.1434299,145.1187771
-38.1433045,145.1187511
-38.1408558,146.4467243
-38.1407662,146.4466753
-38.1356593,145.8443637
-38.1340232,176.2589934
-38.1295729,141.6294433
-38.1284054,147.0814006
-38.1273866,144.3564523
-38.126745,146.5735547
-38.1133107,144.669503
-38.1131587,144.6578407
-38.1130933,144.6583799
-38.1130827,144.6580124
-38.0954357,175.6361757
-38.0911789,145.2003205
-38.0860512,175.6371873
-38.0804561,142.8088361
-38.060757,175.6576035
-38.0576657,175.660273
-38.0527592,145.1137071
-38.0527435,145.1138837
-38.0525665,145.1134773
-38.0524367,145.1137507
-38.0523934,145.1136315
-38.0523285,145.1136537
-38.0521903,145.1137268
-38.0521231,145.1135311
-38.052091,175.6609181
-38.0520695,145.1132144
-38.0503071,145.1127286
-38.0502763,145.1125824
-38.0502062,145.1126416
-38.0502059,145.1129284
-38.0501359,145.1130967
-38.0501287,145.1131602
-38.0500404,145.1134801
-38.0499694,145.1135721
-38.0437989,175.6600276
-38.038616,145.1071996
-38.0385462,145.1071629
-38.0383492,145.1076865
-38.0373391,175.6588098
-38.0360334,175.8362309
-38.0324655,147.5995067
-37.9996777,145.2951965
-37.9996469,145.2952715
-37.9996148,145.295146
-37.9976374,145.1558947
-37.9973258,145.1553802
-37.9809285,145.2092633
-37.9809079,145.2090558
-37.9798656,146.3721549
-37.971232,145.1491789
-37.966357,145.2097146
-37.9654841,144.408406
-37.9647313,144.4087091
-37.964708,146.8924256
-37.9628,144.4260478
-37.961994,144.4152783
-37.9619938,144.4203046
-37.961988,144.4157763
-37.9615026,144.4137633
-37.961473,144.4134482
-37.9614096,144.4133154
-37.9612734,144.413379
-37.9607606,145.2180684
-37.9601146,144.4270134
-37.9598717,144.421168
-37.9598439,144.4271261
-37.9598368,144.426566
-37.9597177,144.4263288
-37.9596599,144.4266461
-37.9594681,144.4264466
-37.9586292,145.1438516
-37.9585523,144.4262329
-37.9570095,145.1526161
-37.9567425,145.1525914
-37.9551637,145.1507117
-37.955142,145.1506926
-37.9539654,143.3447179
-37.9480397,145.1476872
-37.9471207,145.2625819
-37.9455643,145.1602637
-37.9440445,145.0803302
-37.9437246,145.0800428
-37.943571,145.0808446
-37.9422213,145.2686355
-37.9421511,145.15594
-37.94214,145.1561568
-37.9420893,145.0824853
-37.9410117,140.7303053
-37.9361203,145.1260624
-37.9359401,145.126325
-37.9269387,145.1192564
-37.926904,145.119262
-37.9268523,145.1192614
-37.9250504,147.721177
-37.9238174,145.3370737
-37.92364,145.3363649
-37.9233682,145.3363114
-37.9232815,145.0210102
-37.9232255,145.3364435
-37.9232023,145.3365024
-37.9231902,145.3363274
-37.9229584,145.0211806
-37.922688,145.3365358
-37.9206548,145.0569014
-37.9153953,145.4392701
-37.9150033,145.1392373
-37.9149355,145.1391783
-37.9149122,145.1391461
-37.9148933,145.139181
-37.9148635,145.1391568
-37.9114628,144.7828398
-37.9113504,145.1765547
-37.9032539,145.3300206
-37.9031839,145.3298397
-37.9020768,144.6143655
-37.9020325,144.6143557
-37.9019339,144.6202779
-37.9019313,144.6212117
-37.9017243,144.6209184
-37.9017141,144.6208684
-37.9016841,144.620959
-37.9016234,144.6211145
-37.9005738,144.6641741
-37.9004129,144.6642305
-37.9003981,144.665011
-37.8993367,144.985149
-37.8973727,145.0895373
-37.8973126,145.0895103
-37.8943884,145.439254
-37.8931485,145.3095001
-37.8914582,145.3170875
-37.8900485,145.3698896
-37.8884415,145.369875
-37.8881298,145.3173434
-37.8877903,145.3177763
-37.8874549,145.057348
-37.8872962,145.3700573
-37.8851927,145.057723
-37.884748,144.6722356
-37.8847316,144.6722396
-37.8837091,145.2831568
-37.8836823,145.2831583
-37.8805618,144.647499
-37.8805555,144.6475714
-37.8804117,144.6480055
-37.8768103,145.0432555
-37.876783,145.0449709
-37.8764213,145.0450244
-37.875277,145.2862101
-37.8725972,145.3194792
-37.8725208,145.3194872
-37.8692266,145.2624271
-37.8628368,145.353288
-37.8587441,144.9023075
-37.8583227,144.9023812
-37.8562464,145.0397814
-37.8560913,145.0396725
-37.8449682,144.942006
-37.842883,144.882142
-37.8412628,144.8786254
-37.8409105,145.1455789
-37.8356133,145.3506916
-37.834616,144.9658
-37.8345334,144.9659006
-37.834311,145.0582404
-37.8327116,144.8416073
-37.8326975,144.8415341
-37.8326893,144.8414734
-37.8326719,144.8415676
-37.8326636,144.8415205
-37.8302061,148.0860672
-37.8301217,148.0859196
-37.8291223,148.1851355
-37.8253211,145.0138499
-37.8253052,145.0138982
-37.8234987,147.642094
-37.823494,147.6420418
-37.8234505,147.6420182
-37.8218122,144.8395934
-37.821732,140.7702219
-37.821704,140.769868
-37.8209639,148.0672381
-37.817012,144.9859152
-37.8170006,144.9857988
-37.8169651,144.9856237
-37.8169465,144.9859455
-37.816915,144.9856876
-37.8168898,144.9855304
-37.8158841,176.0396332
-37.8156589,176.0400356
-37.8154337,176.042528
-37.8141475,176.0416772
-37.8124746,148.7294124
-37.8119379,145.0686504
-37.8116679,145.0684252
-37.8112732,144.9864319
-37.8110446,148.0586727
-37.8110267,148.0587144
-37.8107828,176.0449393
-37.8107071,176.0449413
-37.8106909,176.0450664
-37.8106765,148.0586757
-37.8106694,148.0587302
-37.8106199,176.0454815
-37.810613,176.0453209
-37.8104575,148.0587518
-37.8104085,176.0461869
-37.810207,176.045641
-37.8102045,176.0456652
-37.8101601,176.0454711
-37.810137,176.0455405
-37.8101135,145.0918233
-37.8096158,144.9550161
-37.8095544,144.9549503
-37.8094886,144.9548762
-37.8094507,144.9549608
-37.807727,144.8657782
-37.8073363,144.8800901
-37.8041132,148.051825
-37.8040974,148.0517615
-37.8017294,145.0897867
-37.8016037,145.0565285
-37.8010715,144.9603216
-37.8010652,144.9602448
-37.7996122,174.866836
-37.799545,145.0795137
-37.7994596,174.8668849
-37.7994268,174.8669936
-37.7986172,144.9653587
-37.7981494,145.2243771
-37.7970852,145.0926165
-37.7970581,145.0926916
-37.7962222,144.8144315
-37.7957966,145.0360521
-37.7957108,145.0361117
-37.7927335,144.9480148
-37.7927329,144.9479324
-37.7920702,144.949076
-37.7917369,144.9496351
-37.7910863,144.945011
-37.7909499,144.944762
-37.7899769,144.9449538
-37.7814715,145.0126905
-37.7814582,145.0126335
-37.7811162,144.9869271
-37.7810484,144.9869365
-37.7806048,148.1357404
-37.7805664,148.1362404
-37.7802254,148.1356333
-37.7799589,145.0618271
-37.7793024,148.1347616
-37.7792739,144.9907381
-37.7791433,148.1354063
-37.7780534,145.0305283
-37.7773061,145.4261085
-37.7772086,145.4263633
-37.7770769,145.0183808
-37.7766707,144.9047786
-37.7766649,144.9047954
-37.7760442,145.1411936
-37.7756899,144.850606
-37.7751967,145.5272251
-37.7751612,145.527203
-37.7751562,144.9204832
-37.7741413,144.8523156
-37.7701332,144.7723024
-37.7692746,144.9642979
-37.7630402,146.6684367
-37.7624679,146.6683516
-37.7624601,146.6684857
-37.7623948,145.0192216
-37.7605203,145.0124045
-37.7582363,145.494419
-37.7581918,145.4943359
-37.7524901,145.6900782
-37.7524755,145.6902752
-37.7519743,144.8934634
-37.7516668,144.8931114
-37.7498069,145.0019038
-37.7450705,145.0174963
-37.74428,144.9628851
-37.7442272,144.8670703
-37.7441008,144.8005831
-37.7422236,145.0012993
-37.7420353,144.978109
-37.7399246,145.0058247
-37.7366676,176.2824308
-37.7366024,176.2860538
-37.73643,176.2824509
-37.7349913,144.9630411
-37.7341635,176.285162
-37.7341114,145.0228249
-37.7340948,145.1395036
-37.7340739,145.1394453
-37.7336632,145.1395938
-37.732187,176.2854419
-37.7320009,176.2855992
-37.7316002,176.2844019
-37.7307506,176.1772282
-37.7304539,176.176322
-37.7295669,176.177944
-37.7295428,176.177877
-37.7295253,176.1772889
-37.7263929,145.2359793
-37.7225002,145.0467019
-37.721041,145.0504197
-37.7210128,145.0490136
-37.7209633,144.9665584
-37.7209484,144.9664552
-37.7208376,145.0509988
-37.7197025,145.0494099
-37.7193108,144.965808
-37.7192451,145.0495038
-37.7176666,145.0794408
-37.7176293,145.0793842
-37.715875,176.3412825
-37.7155239,176.3404645
-37.7145972,144.9694096
-37.7105275,144.9021084
-37.7045203,145.0865952
-37.7036249,143.6366764
-37.703449,145.1756035
-37.7034386,145.1756353
-37.7032831,145.2882993
-37.702684,144.7349279
-37.7026648,143.6408577
-37.7025513,144.734994
-37.6985964,176.1657523
-37.6979516,175.2061713
-37.6979081,175.2059273
-37.6976665,145.0041762
-37.6967079,140.4558085
-37.6922,144.5886695
-37.6893802,142.9669235
-37.6876558,176.120713
-37.6873918,176.1205675
-37.6867641,144.4368121
-37.6864757,144.4363783
-37.6862884,144.4374415
-37.6862278,144.4360168
-37.6857028,144.4364364
-37.6856288,144.4373578
-37.6856108,144.4374939
-37.6855906,144.4363854
-37.6853696,144.437854
-37.6853023,144.4376626
-37.6852956,144.4375237
-37.6852866,144.437406
-37.6830496,143.5650853
-37.6830277,143.5651028
-37.683,143.565935
-37.6829273,143.5654147
-37.6720743,143.6548386
-37.6596246,176.1682079
-37.6528535,145.5214854
-37.6528291,145.5211892
-37.652388,145.521934
-37.6523647,145.5219929
-37.6523397,145.5219208
-37.6522512,145.5205687
-37.6447502,147.3626803
-37.6314537,176.0022332
-37.631237,176.0023781
-37.6307994,176.0030942
-37.6300657,148.8868793
-37.5933416,145.0900781
-37.5933218,145.0900211
-37.5755486,143.8656337
-37.5749386,143.8664069
-37.5748614,143.8664379
-37.5744938,143.8667951
-37.5705315,140.1251927
-37.5656733,143.867442
-37.5480276,175.9513231
-37.5478928,175.9512796
-37.547725,175.9512124
-37.5444849,143.7934776
-37.5371161,175.9352084
-37.510445,145.8821632
-37.5083325,145.5273566
-37.4962024,144.9580517
